cost_per_shot,image,tank_id,avg_consumables_cost,avg_profit,avg_ammo_cost,tier,nation,earnings_per_minute,class,isPrem,avg_earnings,avg_repair_cost,name,battles,profit_per_minute
2322,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R183_K_91_PT.png,32769,5913,-5463,21494,9,USSR,5917,TD,True,34575,12630,K-91-PT,2151,-935
874,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G83_Pz_IV_AusfA.png,17169,1120,-5583,19403,3,Germany,3157,MT,False,15674,733,Pz. IV A,162,-1124
3059,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G16_PzVIB_Tiger_II.png,5137,7644,-5655,28410,8,Germany,8228,HT,False,41973,11574,Tiger II,8009,-1108
2642,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A12_T32.png,4385,6640,-5706,29074,8,USA,7985,HT,False,41387,11378,T32,3815,-1101
3495,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J25_Type_4.png,4193,5782,-5747,24153,9,Japan,7306,HT,False,41231,17042,Type 4 Heavy,816,-1018
3587,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G58_VK4502P.png,7441,11149,-5755,30275,9,Germany,9257,HT,False,51571,15902,VK 45.02 B,1144,-1033
1400,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J11_Chi_Ri.png,1121,4876,-5835,22206,7,Japan,5461,MT,False,28850,7602,Chi-Ri,1553,-1104
2660,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB12_Conqueror.png,4433,7741,-5959,28753,9,UK,8733,HT,False,47334,16799,Conqueror,13233,-1099
164,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G06_PzII.png,2065,1077,-6177,19291,2,Germany,3846,LT,False,14914,721,Pz. II,894,-1593
3138,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R171_IS_3_II.png,22529,6249,-6230,35241,9,USSR,9225,HT,False,50483,15223,IS-3-II,3026,-1138
1580,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R132_VNII_100LT.png,19201,15074,-6237,11971,10,USSR,8251,LT,False,39914,19104,T-100 LT,8766,-1289
2627,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch11_110.png,2865,6116,-6257,22531,8,China,6542,HT,False,33259,10868,110,728,-1230
3465,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G55_E-75.png,9745,9461,-6380,29764,9,Germany,8765,HT,False,49280,16435,E 75,13193,-1134
2723,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A66_M103.png,9505,7406,-6944,27929,9,USA,8422,HT,False,45188,16797,M103,3784,-1294
2584,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G121_Grille_15_L63.png,19217,11690,-6970,18487,10,Germany,6220,TD,False,38852,15644,Grille 15,14227,-1115
902,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB60_Covenanter.png,6481,12916,-6973,23937,5,UK,7625,LT,False,31932,2052,Covenanter,2152,-1665
2008,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz07_TVP_46.png,1905,4898,-7074,20418,8,Czech,5841,MT,False,29915,11673,TVP VTU,1568,-1381
3189,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It24_Controcarro_1_Mk2.png,5537,5565,-7193,27880,9,Italy,7318,TD,False,41929,15677,CC-1 Mk. 2,7109,-1255
2824,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB81_FV4004.png,13137,5531,-7342,24304,9,UK,5577,TD,False,33654,11160,Conway,4186,-1216
2466,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F11_Renault_G1R.png,4417,13933,-7349,28543,5,France,7342,MT,False,37221,2094,G1 R,166,-1449
242,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A02_M2_lt.png,1825,1054,-7463,23767,2,USA,5000,LT,False,17873,515,M2 Light,791,-2088
3286,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R63_ST_I.png,10753,5837,-7570,30931,9,USSR,7927,HT,False,44869,15671,ST-I,1830,-1337
2412,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S28_UDES_15_16.png,5505,9097,-7996,25953,10,Sweden,8891,MT,False,49081,22027,UDES 15/16,35194,-1448
2809,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G54_E-50.png,10257,9060,-8007,31522,9,Germany,8830,MT,False,47997,15421,E 50,9171,-1473
2662,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl22_CS_59.png,8081,7139,-8181,27899,9,Poland,7877,MT,False,43278,16420,CS-59,5630,-1489
1477,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB37_Valliant.png,60241,7843,-8183,26966,5,UK,4836,MT,True,29088,2462,Valiant,484,-1360
2712,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A63_M46_Patton.png,8993,5919,-8264,27184,9,USA,7630,MT,False,40873,16035,M46 Patton,1687,-1542
2592,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R60_Object416.png,13313,6990,-8399,23170,8,USSR,6091,MT,False,31494,9733,Obj. 416,780,-1624
3010,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F09_AMX_50_120.png,3905,9046,-8446,28766,9,France,8049,HT,False,43591,14225,AMX 50 120,1657,-1559
2980,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A128_concept_1b.png,62753,13931,-8484,38990,9,USA,10629,HT,True,59572,15134,Concept 1B,6196,-1514
1504,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R57_A43.png,12289,6408,-8532,27391,6,USSR,6280,MT,False,29848,4580,A-43,1313,-1795
1246,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R160_T_50_2.png,45313,6897,-8555,16055,6,USSR,5459,LT,True,22981,8583,T-50-2,6385,-2032
3139,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F83_AMX_M4_Mle1949_Bis.png,16705,8108,-8691,31584,9,France,8643,HT,False,47189,16188,AMX M4 51,4980,-1592
3312,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB100_Manticore.png,58961,16779,-8892,19164,10,UK,8298,LT,False,43921,16869,Manticore,9957,-1680
2745,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB32_Tortoise.png,52561,6767,-9106,34910,9,UK,8205,TD,False,47316,14745,Tortoise,8088,-1579
3284,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R88_Object268.png,13569,10016,-9853,23487,10,USSR,6608,TD,False,40639,16988,Obj. 268,4279,-1602
3280,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch41_WZ_111_QL.png,62257,11570,-9875,35352,10,China,11217,HT,True,60131,23084,WZ-111 QL,397,-1842
3471,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G134_PzKpfw_VII.png,19473,8264,-9907,29775,10,Germany,9334,HT,False,52710,24577,Pz.Kpfw. VII,1204,-1754
1953,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G39_Marder_III.png,11281,730,-9944,28710,4,Germany,3551,TD,False,20582,1085,Marder 38T,1447,-1716
2835,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A89_T54E1.png,15393,11480,-10129,28521,9,USA,9027,HT,False,46674,16802,T54E1,1611,-1959
3305,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R153_Object_705.png,20737,9035,-10190,29963,9,USSR,8298,HT,False,45767,16959,Obj. 705,1664,-1847
2826,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R40_T-54.png,7937,7233,-10298,28565,9,USSR,7893,MT,False,40684,15183,T-54,5457,-1997
2080,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A116_XM551.png,19489,17167,-10307,16522,10,USA,8737,LT,False,43089,19707,Sheridan,2122,-2090
2118,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz04_T50_51.png,2417,11706,-10354,29284,10,Czech,9727,MT,False,50936,20299,TVP T 50/51,11199,-1977
2331,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R97_Object_140.png,16897,12300,-10391,30877,10,USSR,10484,MT,False,54412,21625,Obj. 140,12642,-2002
2478,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R104_Object_430_II.png,17665,6831,-10432,28150,9,USSR,6918,MT,False,38768,14219,Obj. 430 II,636,-1861
2715,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R191_Object_283.png,34817,9384,-10603,26215,9,USSR,7738,MT,True,40109,15112,Obj. 283,2149,-2045
5501,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G72_JagdPz_E100.png,12049,10041,-10893,27972,10,Germany,7653,TD,False,45246,18126,Jg.Pz. E 100,9299,-1842
2467,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G73_E50_Ausf_M.png,12305,10640,-10971,27414,10,Germany,9770,MT,False,49287,22203,E 50 M,6736,-2174
2282,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F72_AMX_30.png,15425,12307,-11027,28041,10,France,9056,MT,False,50906,21584,AMX 30 B,1326,-1961
2107,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB72_AT15.png,8529,4216,-11132,27975,8,UK,5699,TD,False,31773,10713,AT 15,1213,-1996
2605,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J27_O_I_120.png,4961,7625,-11381,23907,8,Japan,6411,HT,False,32714,12563,O-Ho,448,-2230
2501,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB86_Centurion_Action_X.png,7249,11389,-11459,31344,10,UK,10023,MT,False,53481,22206,Centurion AX,26181,-2147
2402,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A35_Pershing.png,5921,5193,-11624,24840,8,USA,5746,MT,False,29503,11094,Pershing,1246,-2264
154,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G63_PzI_ausf_C.png,12561,7052,-11742,14455,3,Germany,2514,LT,False,10477,711,Pz. I C,738,-2818
2889,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G105_T-55_NVA_DDR.png,60945,9671,-12208,37953,9,Germany,9168,MT,True,51207,15790,T 55A,5004,-2185
4420,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A85_T110E3.png,13857,12465,-12348,27508,10,USA,8684,TD,False,46635,19009,T110E3,10598,-2299
1325,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R41_T-50.png,9473,13798,-12453,36276,5,USSR,6844,LT,False,39481,1859,T-50,920,-2158
2822,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch19_121.png,4145,11634,-12464,32510,10,China,9846,MT,False,54825,23144,121,1714,-2238
3849,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB106_Cobra.png,60497,7529,-12527,38200,9,UK,7848,MT,True,45714,12511,Cobra,6987,-2150
1706,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G90_DW_II.png,13329,1177,-12534,31592,4,Germany,5430,HT,False,22153,1917,D.W. 2,149,-3072
2490,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A90_T69.png,14625,3177,-12878,29852,8,USA,5862,MT,False,30520,10368,T69,1163,-2473
2226,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A44_M4A2E4.png,52257,20011,-13157,56026,5,USA,12812,MT,True,64473,1592,M4A2E4,184,-2614
3771,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G42_Maus.png,6929,9159,-13197,35343,10,Germany,10249,HT,False,58157,26851,Maus,16073,-2325
2295,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A120_M48A5.png,14113,10451,-14195,26712,10,USA,8843,MT,False,46436,23468,M48 Patton,2741,-2703
2232,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R87_T62A.png,13825,11471,-14245,28522,10,USSR,8977,MT,False,48015,22266,T-62A,1839,-2663
2377,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A92_M60.png,15905,14891,-14470,30384,10,USA,9760,MT,True,54130,23324,M60,2748,-2609
4237,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A83_T110E4.png,13089,12577,-14959,27793,10,USA,7751,TD,False,43975,18563,T110E4,5626,-2636
4090,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch48_BZ_75.png,9009,11777,-15200,31339,10,China,9773,HT,False,53098,25181,BZ-75,2364,-2797
4080,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R126_Object_730_5.png,50689,14956,-15288,27623,10,USSR,7982,TD,True,47131,19840,Obj. 268 5,1249,-2589
2301,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R120_T22SR_A22.png,61697,10751,-15480,27821,10,USSR,9652,MT,True,45565,22472,T-22 med.,532,-3279
1957,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R144_K_91.png,21761,15878,-15520,29603,10,USSR,8487,MT,False,51226,21264,K-91,1993,-2571
3581,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch41_WZ_111_5A.png,6193,11206,-15554,39508,10,China,11193,HT,False,58465,23305,WZ-111 5A,2418,-2978
3025,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G89_Leopard1.png,14609,13042,-15594,35180,10,Germany,9354,MT,False,53589,20960,Leopard 1,32675,-2722
4771,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch52_WZ_122_6_F3.png,59441,17723,-16765,40845,10,China,11120,HT,True,62726,20923,116-F3,1899,-2972
3155,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R169_ST_II.png,22273,9461,-16858,33934,10,USSR,9714,HT,False,52518,25980,ST-II,1248,-3118
4091,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch38_WZ113G_FT.png,8497,9643,-17484,28658,10,China,6408,TD,False,39158,18341,WZ-113G FT,868,-2861
4496,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R149_Object_268_4.png,20225,12913,-17692,31639,10,USSR,10250,TD,False,48385,21525,Obj. 268 4,12974,-3747
3849,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R45_IS-7.png,7169,13794,-17790,35752,10,USSR,11303,HT,False,57827,26070,IS-7,16210,-3477
2674,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S11_Strv_103B.png,4737,11663,-18358,33968,10,Sweden,6903,TD,False,42693,15419,Strv 103B,13962,-2968
2789,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch25_121_mod_1971B.png,63537,13759,-18831,33007,10,China,9501,MT,True,50676,22740,121B,8060,-3530
4703,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl15_60TP_Lewandowskiego.png,3473,11110,-19198,35331,10,Poland,9716,HT,False,53509,26265,60TP,9663,-3486
4329,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G56_E-100.png,9489,11118,-19663,35166,10,Germany,9691,HT,False,53355,26734,E 100,8409,-3571
2790,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R95_Object_907.png,15617,15250,-20137,40627,10,USSR,11798,MT,True,59239,23499,Obj. 907,17502,-4010
3179,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R148_Object_430_U.png,19969,12958,-20390,33488,10,USSR,9338,MT,False,48957,22901,Obj. 430U,4346,-3889
3831,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R155_Object_277.png,22017,14161,-20469,34590,10,USSR,10946,HT,False,52921,24639,Obj. 277,22917,-4234
4213,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R145_Object_705_A.png,20993,12690,-20860,32299,10,USSR,9410,HT,False,50855,26725,Obj. 705A,3730,-3860
4012,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F82_AMX_M4_Mle1949_Ter.png,16961,14636,-20964,38150,10,France,10577,HT,False,55283,23461,AMX M4 54,11809,-4011
3238,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S16_Kranvagn.png,2433,13129,-20971,36266,10,Sweden,9604,HT,False,49638,21215,Kranvagn,6134,-4057
3921,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R178_Object_780.png,32001,13069,-21024,37284,10,USSR,9871,HT,True,53694,24365,Obj. 780,3902,-3865
3424,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch22_113.png,5425,15609,-21199,38348,10,China,10890,HT,False,56602,23845,113,1444,-4078
3174,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch25_121_mod_1971B_MK.png,58673,13213,-21471,40673,10,China,10157,MT,True,55396,22980,Monkey King,1744,-3937
6486,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB48_FV215b_183.png,9297,11932,-21604,28916,10,UK,6241,TD,True,36709,17465,FV215b 183,10708,-3673
4078,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F64_AMX_50Fosh_155.png,13889,11992,-21816,24825,10,France,5726,TD,True,32977,17976,Foch 155,4553,-3788
4239,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/czech-Cz17_Vz_55.png,2929,13451,-22251,43985,10,Czech,10841,HT,False,57103,21917,Vz. 55,23840,-4224
2901,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A143_M_V_Y.png,21537,11338,-22375,40103,10,USA,9348,HT,False,51934,22867,M-V-Y,1854,-4027
3265,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A69_T110E5.png,10785,13333,-22858,43107,10,USA,10497,HT,False,56688,23105,T110E5,7783,-4232
3832,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl21_CS_63.png,5265,15525,-23264,40402,10,Poland,11804,MT,False,55887,23223,CS-63,18862,-4913
5104,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/china-Ch44_114_SP2.png,60977,16103,-23716,49186,10,China,9432,TD,True,59706,18132,114 SP2,2877,-3746
3853,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J20_Type_2605.png,3937,13683,-23953,30596,10,Japan,8416,HT,False,47147,26820,Type 5 Heavy,1862,-4275
2931,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J16_ST_B1.png,3681,13344,-23986,39403,10,Japan,9638,MT,False,51468,22707,STB-1,12509,-4491
3888,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It21_Lion.png,50593,13357,-24167,42527,10,Italy,9724,MT,True,53155,21437,Lion,13725,-4421
3074,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB92_FV217.png,15953,11837,-24453,34589,10,UK,7549,TD,False,42214,20240,Badger,3703,-4373
5445,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G92_VK7201.png,58641,19488,-24491,46344,10,Germany,12183,HT,True,69059,27716,VK 72.01 K,6263,-4320
6960,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB83_FV4005.png,13905,12663,-25032,30226,10,UK,5867,TD,False,34055,16197,FV4005,14997,-4313
4031,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R90_IS_4M.png,6145,14447,-25075,48158,10,USSR,10911,HT,False,61219,23689,IS-4,4702,-4469
3567,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A67_T57_58.png,14881,13710,-25848,46820,10,USA,10737,HT,False,58881,24199,T57 Heavy,5828,-4713
3784,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R110_Object_260.png,58369,18440,-26011,42328,10,USSR,12813,HT,True,59953,25195,Obj. 260,9649,-5559
3689,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB91_Super_Conqueror.png,15697,14919,-26139,48371,10,UK,11068,HT,False,59764,22611,S. Conqueror,30672,-4840
4498,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It23_CC_3.png,5281,10390,-26517,42517,10,Italy,8398,TD,False,46999,20607,Minotauro,6670,-4738
4407,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB98_T95_FV4201_Chieftain.png,57937,19649,-26748,51316,10,UK,14126,HT,True,70837,26620,T95/FV4201,28378,-5334
4214,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F10_AMX_50B.png,6209,16133,-27458,48447,10,France,11597,HT,False,59522,22400,AMX 50 B,8588,-5350
3059,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A95_T95_E6.png,55841,23079,-27874,43134,10,USA,11236,MT,True,62573,24232,T95E6,889,-5005
4496,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It20_Carro_Combattimento_45t.png,50849,20019,-29069,59464,10,Italy,12247,MT,True,71391,20977,Carro 45 t,1372,-4987
3895,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch22_113_Beijing_Opera.png,62513,13345,-29768,48374,10,China,11100,HT,True,58606,26656,113 BO,1003,-5638
3681,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB13_FV215b.png,6225,16296,-32234,48503,10,UK,10013,HT,True,55666,23100,FV215b,1589,-5798
378,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G36_PzII_J.png,51729,3100,-36263,67756,3,Germany,7835,LT,True,35285,692,Pz. II J,799,-8052
4543,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R157_Object_279R.png,46849,20418,-36446,57214,10,USSR,12734,HT,True,67138,25952,Obj. 279 (e),19611,-6912
3648,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F64_AMX_50Fosh_B.png,17729,10851,-36604,43389,10,France,6443,TD,False,35880,18242,Foch B,1867,-6573
